Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method
2024-10-31,14:11:06,"""CNR8553567""",Completed,"""CID7724987""",Go Sedan,Gurgaon Sector 56,Kanhaiya Nagar,10.3,16.1,,,,,,,758.0,47.6,4.2,3.8,UPI
2024-06-01,19:15:17,"""CNR8549418""",Cancelled by Driver,"""CID2021281""",Go Sedan,Govindpuri,Rithala,5.0,,,,1.0,Customer related issue,,,,,,,
2024-12-26,14:22:57,"""CNR4654921""",Completed,"""CID3856672""",Auto,Gurgaon Sector 56,Paschim Vihar,3.1,44.8,,,,,,,464.0,4.47,4.6,4.9,Cash
2024-06-04,18:15:42,"""CNR6760429""",Completed,"""CID8234696""",Go Mini,Chirag Delhi,Indraprastha,6.5,39.8,,,,,,,282.0,32.24,3.8,4.1,UPI
2024-11-02,23:41:41,"""CNR4171499""",Completed,"""CID5803023""",Go Sedan,Anand Vihar ISBT,DLF Phase 3,6.7,29.4,,,,,,,953.0,27.81,4.9,4.3,UPI
2024-07-31,11:43:45,"""CNR2546217""",Completed,"""CID8162147""",Uber XL,Palam Vihar,Vishwavidyalaya,7.4,22.0,,,,,,,823.0,25.44,3.4,4.1,Debit Card
2024-06-30,18:19:53,"""CNR4796758""",Incomplete,"""CID5209094""",Bike,Jama Masjid,Kherki Daula Toll,7.4,29.8,,,,,1.0,Other Issue,615.0,2.62,,,UPI
2024-02-03,11:25:57,"""CNR2747989""",Completed,"""CID6848626""",Go Mini,Rohini West,Chirag Delhi,6.4,20.3,,,,,,,390.0,4.67,3.7,4.4,Cash
2024-08-20,00:13:39,"""CNR6333042""",Cancelled by Driver,"""CID5823693""",Auto,Okhla,Khan Market,8.8,,,,1.0,Customer related issue,,,,,,,
2024-12-30,15:14:20,"""CNR5162327""",Completed,"""CID5263338""",Go Mini,Madipur,Ashok Park Main,2.8,27.2,,,,,,,432.0,19.86,4.3,4.1,Cash
2024-01-26,18:31:41,"""CNR7319280""",Completed,"""CID7652063""",Auto,Ghaziabad,Punjabi Bagh,13.1,38.1,,,,,,,848.0,32.31,4.3,4.5,Cash
2024-03-07,22:25:06,"""CNR3204136""",Cancelled by Driver,"""CID5324703""",Go Mini,Akshardham,Ashok Vihar,9.7,,,,1.0,The customer was coughing/sick,,,,,,,
2024-08-22,12:22:30,"""CNR8363501""",Completed,"""CID6768109""",Go Sedan,Seelampur,Indraprastha,6.5,32.7,,,,,,,172.0,37.43,4.3,5.0,Credit Card
2024-10-21,10:38:37,"""CNR7900178""",Completed,"""CID3005443""",Auto,Tughlakabad,Hauz Khas,3.9,41.2,,,,,,,446.0,17.55,4.7,4.3,Cash
2024-05-09,16:43:27,"""CNR4597725""",Incomplete,"""CID2117354""",Premier Sedan,Anand Vihar ISBT,Ambience Mall,7.9,23.6,,,,,1.0,Vehicle Breakdown,240.0,19.03,,,Uber Wallet
2024-07-10,19:54:29,"""CNR5162610""",Cancelled by Customer,"""CID6834894""",Go Mini,Preet Vihar,Ashram,7.6,,1.0,Wrong Address,,,,,,,,,
2024-09-05,05:00:08,"""CNR8840371""",Completed,"""CID7644236""",Auto,Noida Extension,Preet Vihar,2.9,18.9,,,,,,,268.0,5.7,4.2,4.1,UPI
2024-10-18,08:05:02,"""CNR5953100""",Completed,"""CID2954981""",Auto,Punjabi Bagh,Ghaziabad,9.2,35.2,,,,,,,1473.0,30.96,4.2,3.0,UPI
2024-03-23,08:05:21,"""CNR2089740""",Cancelled by Driver,"""CID9263113""",Go Sedan,Faridabad Sector 15,New Delhi Railway Station,6.8,,,,1.0,Personal & Car related issues,,,,,,,
2024-09-02,19:45:19,"""CNR8459069""",Completed,"""CID6954258""",Go Sedan,Saidulajab,Arjangarh,14.8,30.4,,,,,,,321.0,12.21,4.6,4.2,Debit Card
2024-04-20,16:09:27,"""CNR5570706""",Completed,"""CID2232316""",Go Mini,New Delhi Railway Station,Cyber Hub,7.4,41.4,,,,,,,1092.0,28.58,4.7,3.0,Cash
2024-01-09,19:58:40,"""CNR9789574""",Cancelled by Driver,"""CID2505796""",Go Mini,Malviya Nagar,Cyber Hub,9.6,,,,1.0,Personal & Car related issues,,,,,,,
2024-05-26,19:55:54,"""CNR9722959""",Cancelled by Customer,"""CID2548482""",eBike,Model Town,Tilak Nagar,7.4,,1.0,Driver asked to cancel,,,,,,,,,
2024-11-04,19:36:25,"""CNR2039162""",Completed,"""CID9253904""",Go Mini,Vatika Chowk,Narsinghpur,3.7,33.7,,,,,,,426.0,23.62,4.3,3.7,UPI
2024-11-17,15:31:16,"""CNR5280586""",Incomplete,"""CID9130820""",Auto,Tilak Nagar,Lok Kalyan Marg,3.6,11.0,,,,,1.0,Customer Demand,1360.0,5.44,,,Uber Wallet
2024-02-08,11:54:25,"""CNR3310912""",Cancelled by Customer,"""CID9616617""",Go Mini,Chanakyapuri,DLF Phase 3,8.6,,1.0,AC is not working,,,,,,,,,
2024-06-23,03:03:17,"""CNR5179323""",Completed,"""CID7622684""",Auto,Chanakyapuri,Mayur Vihar,8.8,25.7,,,,,,,1200.0,25.39,4.2,3.5,Debit Card
2024-08-09,09:58:51,"""CNR3425755""",Cancelled by Customer,"""CID2532821""",eBike,Tilak Nagar,Rithala,10.4,,1.0,Wrong Address,,,,,,,,,
2024-06-14,00:22:42,"""CNR8768465""",Completed,"""CID5720062""",Bike,Kalkaji,Greater Noida,11.3,32.0,,,,,,,401.0,13.0,3.4,4.4,UPI
2024-07-09,02:21:19,"""CNR2736178""",No Driver Found,"""CID7656320""",Go Mini,Greater Kailash,Ashram,,,,,,,,,,,,,
2024-01-13,20:10:33,"""CNR3641119""",Cancelled by Customer,"""CID7390109""",Uber XL,South Extension,Chhatarpur,10.5,,1.0,Driver asked to cancel,,,,,,,,,
2024-12-13,11:16:20,"""CNR5414032""",Completed,"""CID7268838""",Premier Sedan,Vatika Chowk,Indirapuram,14.9,18.6,,,,,,,427.0,25.03,3.9,5.0,UPI
2024-07-01,21:47:09,"""CNR7653807""",Completed,"""CID5551625""",Premier Sedan,Sarai Kale Khan,Vatika Chowk,14.4,16.3,,,,,,,276.0,2.7,4.3,4.7,Cash
2024-09-28,17:16:52,"""CNR7017308""",Incomplete,"""CID3284435""",Auto,Saket,Arjangarh,3.0,29.4,,,,,1.0,Vehicle Breakdown,268.0,19.63,,,UPI
2024-07-02,07:52:57,"""CNR1306551""",Completed,"""CID6580823""",eBike,Pataudi Chowk,Samaypur Badli,10.3,16.0,,,,,,,371.0,48.45,4.7,4.0,Cash
2024-11-18,21:35:27,"""CNR5944039""",Cancelled by Driver,"""CID2914549""",Premier Sedan,Faridabad Sector 15,Central Secretariat,5.5,,,,1.0,Customer related issue,,,,,,,
2024-10-05,13:08:52,"""CNR7261417""",Completed,"""CID1123112""",Premier Sedan,Basai Dhankot,Inderlok,11.4,16.0,,,,,,,285.0,14.75,4.4,4.6,UPI
2024-05-08,18:14:21,"""CNR3880505""",Completed,"""CID5475102""",eBike,Hauz Khas,Central Secretariat,9.9,20.0,,,,,,,457.0,37.37,4.3,4.2,Uber Wallet
2024-11-28,12:50:36,"""CNR3634944""",Completed,"""CID3484213""",Auto,Noida Sector 18,Noida Film City,11.6,26.1,,,,,,,242.0,18.52,4.6,5.0,UPI
2024-09-26,19:51:08,"""CNR7228298""",Completed,"""CID2372165""",Go Mini,Udyog Bhawan,Jor Bagh,4.1,43.1,,,,,,,835.0,49.82,3.8,4.3,UPI
2024-09-23,19:41:41,"""CNR3722677""",Cancelled by Driver,"""CID4303896""",Bike,Kirti Nagar,Shahdara,10.5,,,,1.0,Customer related issue,,,,,,,
2024-04-01,15:00:30,"""CNR6416199""",Cancelled by Customer,"""CID7605662""",Go Sedan,Moolchand,Panipat,14.5,,1.0,AC is not working,,,,,,,,,
2024-07-18,17:52:11,"""CNR4941246""",Completed,"""CID4974214""",Premier Sedan,Sultanpur,Munirka,11.3,40.7,,,,,,,66.0,19.6,3.9,4.6,Cash
2024-07-30,16:40:43,"""CNR7244104""",No Driver Found,"""CID4652503""",eBike,Subhash Chowk,IMT Manesar,,,,,,,,,,,,,
2024-05-04,08:41:37,"""CNR1085675""",Completed,"""CID4970045""",Bike,Jor Bagh,Greater Kailash,3.1,42.3,,,,,,,168.0,35.53,4.6,4.6,Cash
2024-04-12,22:21:24,"""CNR3222355""",Cancelled by Driver,"""CID5353641""",Bike,Jasola,Moti Nagar,7.0,,,,1.0,Personal & Car related issues,,,,,,,
2024-03-01,08:24:14,"""CNR7854904""",Completed,"""CID9361083""",Go Sedan,Sarai Kale Khan,Chanakyapuri,6.9,20.3,,,,,,,818.0,21.11,3.3,4.3,Cash
2024-07-31,20:23:31,"""CNR5065216""",No Driver Found,"""CID4583837""",Bike,Yamuna Bank,Sarojini Nagar,,,,,,,,,,,,,
2024-11-28,10:13:55,"""CNR6108342""",Cancelled by Customer,"""CID2084415""",Auto,Sonipat,Rohini,18.5,,1.0,Driver asked to cancel,,,,,,,,,
2024-06-01,19:10:13,"""CNR8936536""",Incomplete,"""CID3627390""",Go Mini,Ardee City,Tilak Nagar,3.8,12.1,,,,,1.0,Customer Demand,97.0,16.96,,,Cash
2024-08-17,15:30:26,"""CNR2714404""",Cancelled by Customer,"""CID8818351""",Go Mini,Ashram,Netaji Subhash Place,18.0,,1.0,AC is not working,,,,,,,,,
2024-02-14,20:02:45,"""CNR3550163""",Completed,"""CID9915389""",Premier Sedan,Gurgaon Sector 56,Patel Chowk,10.3,16.1,,,,,,,786.0,12.26,4.2,4.9,UPI
2024-02-13,15:39:21,"""CNR9649556""",Cancelled by Customer,"""CID2506766""",Go Sedan,Tagore Garden,Botanical Garden,17.2,,1.0,Driver asked to cancel,,,,,,,,,
2024-10-24,02:31:20,"""CNR7150862""",Completed,"""CID8047473""",eBike,Lok Kalyan Marg,Akshardham,13.4,42.7,,,,,,,397.0,48.02,4.7,3.7,Cash
2024-11-26,08:28:21,"""CNR4358224""",Incomplete,"""CID9049139""",Bike,Shastri Park,Udyog Vihar,3.3,19.5,,,,,1.0,Vehicle Breakdown,857.0,16.78,,,Uber Wallet
2024-06-15,19:40:05,"""CNR4620992""",Completed,"""CID3025485""",Auto,Sadar Bazar Gurgaon,INA Market,3.8,22.5,,,,,,,95.0,45.69,3.9,5.0,UPI
2024-11-10,18:40:28,"""CNR8243810""",Completed,"""CID7103535""",Premier Sedan,Gwal Pahari,Ashok Vihar,5.9,42.6,,,,,,,186.0,34.12,4.6,4.9,Cash
2024-03-17,14:21:45,"""CNR4493888""",Cancelled by Driver,"""CID9711924""",Premier Sedan,Rajiv Nagar,Manesar,5.3,,,,1.0,The customer was coughing/sick,,,,,,,
2024-01-21,14:49:50,"""CNR3916464""",Completed,"""CID6175138""",Go Mini,Ashram,Ashok Park Main,13.4,19.2,,,,,,,393.0,37.53,4.4,4.2,UPI
2024-04-09,14:50:48,"""CNR2772281""",Completed,"""CID9743632""",Uber XL,RK Puram,Ashok Vihar,12.9,38.2,,,,,,,730.0,5.7,4.2,4.6,Uber Wallet
2024-11-09,18:38:46,"""CNR3333738""",Completed,"""CID6725445""",Auto,India Gate,Nirman Vihar,10.9,16.0,,,,,,,750.0,46.83,4.2,3.7,Cash
2024-07-02,14:41:25,"""CNR5063951""",Cancelled by Driver,"""CID9581766""",Go Mini,Ambience Mall,Shastri Park,11.3,,,,1.0,The customer was coughing/sick,,,,,,,
2024-05-09,18:01:55,"""CNR6904125""",Cancelled by Driver,"""CID5594219""",Premier Sedan,Vishwavidyalaya,Uttam Nagar,4.0,,,,1.0,Personal & Car related issues,,,,,,,
2024-02-16,15:16:25,"""CNR3980266""",Completed,"""CID2229378""",Premier Sedan,Ambience Mall,Chirag Delhi,2.1,19.1,,,,,,,489.0,18.0,4.2,4.2,Uber Wallet
2024-02-09,16:07:36,"""CNR9477897""",Completed,"""CID2025424""",eBike,Barakhamba Road,Dwarka Sector 21,13.6,29.2,,,,,,,55.0,48.73,4.3,4.6,UPI
2024-03-29,16:27:16,"""CNR6203599""",Cancelled by Customer,"""CID3310907""",Bike,IMT Manesar,Subhash Chowk,15.6,,1.0,Change of plans,,,,,,,,,
2024-02-20,17:06:25,"""CNR3381933""",Incomplete,"""CID5768921""",Premier Sedan,Tilak Nagar,Rithala,7.3,16.1,,,,,1.0,Vehicle Breakdown,671.0,14.24,,,Cash
2024-05-23,00:43:50,"""CNR3493259""",Incomplete,"""CID5606863""",Premier Sedan,Udyog Bhawan,Noida Extension,5.3,29.3,,,,,1.0,Vehicle Breakdown,371.0,4.0,,,UPI
2024-08-22,15:31:21,"""CNR7964920""",Incomplete,"""CID5793178""",Premier Sedan,Delhi Gate,Tilak Nagar,9.2,14.3,,,,,1.0,Vehicle Breakdown,889.0,2.62,,,Uber Wallet
2024-03-10,19:57:52,"""CNR7077018""",Incomplete,"""CID1729279""",Go Mini,Ardee City,Malviya Nagar,6.2,26.7,,,,,1.0,Customer Demand,182.0,16.38,,,UPI
2024-06-13,14:15:42,"""CNR8918573""",Completed,"""CID8409945""",Bike,Patel Chowk,Yamuna Bank,9.0,36.7,,,,,,,100.0,16.34,4.9,4.2,UPI
2024-04-26,23:59:02,"""CNR4310937""",No Driver Found,"""CID3219211""",Go Sedan,Shastri Park,Maidan Garhi,,,,,,,,,,,,,
2024-03-10,10:42:30,"""CNR7511982""",Completed,"""CID5827042""",Premier Sedan,Nirman Vihar,Tilak Nagar,14.5,17.4,,,,,,,701.0,10.1,4.7,4.6,Debit Card
2024-12-18,20:43:23,"""CNR2499069""",Completed,"""CID3867504""",Auto,Badarpur,IMT Manesar,12.0,34.9,,,,,,,409.0,48.32,4.6,4.4,UPI
2024-06-27,16:06:37,"""CNR1111351""",Completed,"""CID5682548""",Bike,Azadpur,Golf Course Road,10.5,28.5,,,,,,,360.0,21.16,4.3,4.2,UPI
2024-10-11,17:44:44,"""CNR1271463""",Completed,"""CID6568424""",Auto,Kashmere Gate ISBT,Inderlok,13.1,17.6,,,,,,,599.0,20.73,4.2,3.1,UPI
2024-01-26,18:48:53,"""CNR9650524""",Completed,"""CID7426774""",Go Sedan,Ambience Mall,Khan Market,5.5,44.5,,,,,,,361.0,33.31,3.9,3.9,UPI
2024-07-04,09:40:57,"""CNR9555351""",Completed,"""CID7719762""",Bike,Vidhan Sabha,Gurgaon Sector 56,7.3,36.4,,,,,,,1500.0,8.0,4.3,4.1,Cash
2024-05-04,20:47:23,"""CNR2951214""",Completed,"""CID5148469""",Go Sedan,Malviya Nagar,Khandsa,4.0,17.7,,,,,,,116.0,8.55,4.3,3.0,Credit Card
2024-06-18,16:41:53,"""CNR4189841""",Completed,"""CID8078001""",Auto,Noida Film City,New Delhi Railway Station,11.2,42.1,,,,,,,130.0,21.19,4.3,4.0,Uber Wallet
2024-05-21,18:14:00,"""CNR9288923""",Cancelled by Driver,"""CID4977854""",Go Sedan,Hero Honda Chowk,Pragati Maidan,7.3,,,,1.0,Customer related issue,,,,,,,
2024-04-28,19:17:25,"""CNR3023358""",Completed,"""CID2737847""",Premier Sedan,Jhilmil,MG Road,9.1,40.5,,,,,,,793.0,24.47,4.6,4.5,Credit Card
2024-03-03,12:45:41,"""CNR8192926""",Completed,"""CID8280785""",Bike,Old Gurgaon,Meerut,6.0,39.7,,,,,,,656.0,33.5,3.3,4.7,UPI
2024-10-06,08:23:16,"""CNR6145681""",Completed,"""CID5174804""",Auto,Inderlok,Aya Nagar,4.5,34.7,,,,,,,459.0,2.99,3.2,4.6,UPI
2024-12-04,09:09:28,"""CNR5897301""",Cancelled by Driver,"""CID1710984""",Bike,Faridabad Sector 15,Ashram,10.7,,,,1.0,More than permitted people in there,,,,,,,
2024-03-25,15:55:35,"""CNR3049045""",Cancelled by Customer,"""CID5187062""",eBike,Golf Course Road,Kashmere Gate,12.9,,1.0,Driver is not moving towards pickup location,,,,,,,,,
2024-02-22,17:33:26,"""CNR4478535""",Completed,"""CID9963420""",Go Sedan,Aya Nagar,Lal Quila,8.4,33.2,,,,,,,934.0,36.4,4.6,4.6,Cash
2024-06-14,17:32:48,"""CNR5829184""",Completed,"""CID6218516""",Premier Sedan,Udyog Vihar,Saket,5.1,23.3,,,,,,,168.0,11.84,4.3,4.6,Cash
2024-12-10,12:01:53,"""CNR2721216""",Completed,"""CID2786401""",Bike,Laxmi Nagar,Ashram,7.6,42.4,,,,,,,679.0,46.45,4.1,4.2,UPI
2024-12-25,18:26:59,"""CNR2871386""",Incomplete,"""CID9297857""",Go Mini,Chirag Delhi,Inderlok,4.6,22.3,,,,,1.0,Vehicle Breakdown,291.0,19.42,,,UPI
2024-12-03,15:15:03,"""CNR9386339""",Completed,"""CID9596002""",Auto,Vasant Kunj,Jhilmil,6.9,27.5,,,,,,,683.0,30.66,4.3,3.7,Debit Card
2024-08-10,03:20:15,"""CNR5584049""",Completed,"""CID1613581""",Auto,Manesar,Jahangirpuri,5.4,15.7,,,,,,,286.0,15.9,4.1,4.9,Uber Wallet
2024-02-19,07:29:49,"""CNR1774790""",Completed,"""CID4214350""",Premier Sedan,Inderlok,Ghaziabad,2.3,40.8,,,,,,,832.0,8.26,4.8,4.9,Cash
2024-01-07,18:57:00,"""CNR3919378""",Completed,"""CID7397072""",Premier Sedan,Manesar,Tilak Nagar,13.6,39.0,,,,,,,417.0,4.42,4.2,4.6,UPI
2024-08-07,11:35:30,"""CNR6990854""",Completed,"""CID9143094""",Auto,Nehru Place,Madipur,10.2,43.0,,,,,,,270.0,28.68,4.2,3.9,UPI
2024-10-19,19:23:12,"""CNR5542839""",Completed,"""CID5223132""",Go Mini,Nirman Vihar,Mandi House,15.0,28.8,,,,,,,283.0,48.14,4.6,4.9,Debit Card
2024-02-24,16:48:26,"""CNR5142531""",Cancelled by Customer,"""CID2754929""",Go Mini,Mundka,Ashok Park Main,13.0,,1.0,Driver asked to cancel,,,,,,,,,
2024-04-03,19:01:09,"""CNR8078896""",Completed,"""CID7833991""",Go Mini,Aya Nagar,Samaypur Badli,14.5,39.7,,,,,,,345.0,41.03,4.2,5.0,UPI
2024-09-13,19:39:24,"""CNR5700394""",Completed,"""CID8079557""",Bike,Sonipat,Ashok Vihar,11.7,40.6,,,,,,,444.0,33.32,4.3,4.2,UPI
2024-01-15,23:11:01,"""CNR1650543""",Cancelled by Driver,"""CID3094456""",Auto,DLF Phase 3,Delhi Gate,10.3,,,,1.0,More than permitted people in there,,,,,,,
2024-02-28,19:09:17,"""CNR7468182""",Completed,"""CID9036186""",Go Sedan,Saket A Block,Golf Course Road,13.5,18.0,,,,,,,350.0,40.21,4.7,4.9,UPI
2024-02-12,12:51:48,"""CNR1629900""",Cancelled by Driver,"""CID4988129""",Go Mini,Rithala,Ambience Mall,11.6,,,,1.0,Customer related issue,,,,,,,
2024-10-02,10:40:42,"""CNR1766468""",Cancelled by Driver,"""CID6406613""",Auto,Indirapuram,Mayur Vihar,4.4,,,,1.0,The customer was coughing/sick,,,,,,,
2024-10-04,09:51:38,"""CNR5692203""",Incomplete,"""CID8466387""",Premier Sedan,AIIMS,Ramesh Nagar,2.8,20.7,,,,,1.0,Other Issue,116.0,7.65,,,Uber Wallet
2024-09-01,09:10:39,"""CNR8647039""",Completed,"""CID9942260""",Auto,Pitampura,Nirman Vihar,5.6,22.7,,,,,,,417.0,48.51,4.3,4.4,Uber Wallet
2024-07-11,20:19:47,"""CNR7202446""",Cancelled by Driver,"""CID2369014""",Auto,Model Town,Chanakyapuri,7.4,,,,1.0,Personal & Car related issues,,,,,,,
2024-08-09,10:49:31,"""CNR4749480""",Cancelled by Driver,"""CID7883416""",Auto,Sadar Bazar Gurgaon,AIIMS,3.6,,,,1.0,Personal & Car related issues,,,,,,,
2024-08-01,17:11:51,"""CNR1799371""",Cancelled by Customer,"""CID8797966""",Go Sedan,Tilak Nagar,Dwarka Sector 21,8.7,,1.0,Change of plans,,,,,,,,,
2024-10-09,11:01:59,"""CNR9358340""",No Driver Found,"""CID9679124""",Bike,India Gate,Rajiv Nagar,,,,,,,,,,,,,
2024-09-10,11:35:42,"""CNR4863176""",Completed,"""CID3395032""",Go Sedan,Ghitorni,DLF Phase 3,14.7,30.4,,,,,,,370.0,41.62,4.3,4.3,Cash
2024-01-27,02:40:17,"""CNR4234516""",Completed,"""CID7694433""",Auto,Laxmi Nagar,Lal Quila,9.3,16.6,,,,,,,327.0,14.71,4.3,4.4,UPI
2024-08-25,19:45:50,"""CNR8201906""",Cancelled by Driver,"""CID8886391""",Go Mini,Kherki Daula Toll,Preet Vihar,10.1,,,,1.0,More than permitted people in there,,,,,,,
2024-02-24,11:24:53,"""CNR1736900""",Completed,"""CID4708164""",Bike,Connaught Place,Seelampur,7.0,42.0,,,,,,,153.0,36.2,4.2,4.3,Cash
2024-05-17,21:16:50,"""CNR4415823""",Completed,"""CID7564583""",Go Sedan,Noida Sector 62,Kherki Daula Toll,14.6,44.2,,,,,,,396.0,5.08,3.4,4.8,UPI
2024-11-20,23:44:09,"""CNR2746687""",Completed,"""CID3281428""",Go Mini,Okhla,Pulbangash,2.9,23.6,,,,,,,527.0,47.93,4.2,4.2,UPI
2024-11-10,17:14:15,"""CNR1561286""",Cancelled by Driver,"""CID2864285""",Go Mini,Sadar Bazar Gurgaon,Lajpat Nagar,5.6,,,,1.0,Customer related issue,,,,,,,
2024-08-06,15:56:31,"""CNR5939344""",Incomplete,"""CID4002542""",Uber XL,Barakhamba Road,Gurgaon Sector 56,8.9,26.8,,,,,1.0,Customer Demand,82.0,16.78,,,Cash
2024-06-05,02:29:53,"""CNR1277721""",No Driver Found,"""CID9091796""",Auto,Nawada,Dwarka Sector 21,,,,,,,,,,,,,
2024-04-18,20:26:30,"""CNR7269052""",Completed,"""CID4782154""",Auto,Lal Quila,Vasant Kunj,12.7,34.3,,,,,,,321.0,10.81,4.5,4.9,Uber Wallet
2024-11-29,20:33:37,"""CNR7292221""",Cancelled by Customer,"""CID6600378""",Premier Sedan,Tilak Nagar,Rohini East,10.9,,1.0,Change of plans,,,,,,,,,
2024-09-08,23:31:54,"""CNR5019274""",Completed,"""CID3197117""",Auto,Ardee City,Gurgaon Railway Station,14.6,24.5,,,,,,,361.0,24.63,3.9,4.4,Cash
2024-12-07,22:21:28,"""CNR2176262""",No Driver Found,"""CID5796472""",Go Sedan,Hauz Rani,Chanakyapuri,,,,,,,,,,,,,
2024-08-06,10:57:00,"""CNR9622738""",Cancelled by Customer,"""CID9570375""",Go Sedan,Gwal Pahari,Lok Kalyan Marg,16.3,,1.0,AC is not working,,,,,,,,,
2024-03-02,17:34:25,"""CNR2690574""",Cancelled by Driver,"""CID6259289""",Premier Sedan,Pragati Maidan,Govindpuri,9.8,,,,1.0,The customer was coughing/sick,,,,,,,
2024-07-12,19:55:31,"""CNR2388946""",Completed,"""CID7721327""",Auto,Delhi Gate,Samaypur Badli,14.4,24.9,,,,,,,676.0,46.35,4.9,4.5,Uber Wallet
2024-12-04,10:01:21,"""CNR9124961""",Cancelled by Customer,"""CID2377773""",eBike,Golf Course Road,Gurgaon Sector 56,16.0,,1.0,Change of plans,,,,,,,,,
2024-05-06,14:42:49,"""CNR4643779""",Completed,"""CID4566199""",Bike,Vidhan Sabha,Raj Nagar Extension,5.2,38.4,,,,,,,478.0,4.28,4.0,4.3,Credit Card
2024-11-13,11:50:19,"""CNR5312181""",Completed,"""CID6358953""",Go Mini,South Extension,Vatika Chowk,2.2,32.2,,,,,,,286.0,32.87,4.6,4.2,UPI
2024-04-20,08:46:52,"""CNR5660638""",Completed,"""CID8770314""",Bike,Mehrauli,Hauz Khas,9.9,17.4,,,,,,,193.0,20.02,4.4,4.1,UPI
2024-06-22,07:29:55,"""CNR4620825""",Completed,"""CID1578678""",eBike,RK Puram,Lajpat Nagar,12.2,18.2,,,,,,,369.0,32.08,4.9,4.6,Cash
2024-02-15,14:51:26,"""CNR6271586""",Cancelled by Customer,"""CID9740776""",Go Sedan,Tughlakabad,Welcome,15.4,,1.0,Driver asked to cancel,,,,,,,,,
2024-03-21,20:50:52,"""CNR8877242""",Completed,"""CID6214277""",Bike,Samaypur Badli,Ardee City,5.0,32.2,,,,,,,291.0,25.89,4.3,4.2,Debit Card
2024-07-07,14:49:43,"""CNR7622907""",Cancelled by Driver,"""CID8400495""",Auto,Manesar,Gwal Pahari,5.0,,,,1.0,More than permitted people in there,,,,,,,
2024-09-17,17:58:33,"""CNR3198787""",Completed,"""CID7133947""",Go Mini,Cyber Hub,India Gate,12.4,34.5,,,,,,,658.0,32.91,4.2,4.6,UPI
2024-06-06,17:21:40,"""CNR7844551""",Completed,"""CID1463414""",Premier Sedan,Sonipat,Chirag Delhi,10.4,17.5,,,,,,,237.0,37.34,4.3,4.2,Cash
2024-01-13,04:02:31,"""CNR4603528""",Cancelled by Driver,"""CID4395336""",eBike,Chanakyapuri,Sarojini Nagar,11.5,,,,1.0,Customer related issue,,,,,,,
2024-12-30,17:32:19,"""CNR7585022""",Completed,"""CID3870901""",Auto,Yamuna Bank,Munirka,7.7,42.5,,,,,,,452.0,47.94,4.3,4.1,UPI
2024-04-28,12:19:53,"""CNR2867942""",No Driver Found,"""CID2577491""",Premier Sedan,Mansarovar Park,Laxmi Nagar,,,,,,,,,,,,,
2024-03-14,15:59:50,"""CNR7822022""",Completed,"""CID7189385""",Auto,Yamuna Bank,Hauz Rani,5.6,35.4,,,,,,,472.0,29.98,4.8,4.3,Credit Card
2024-06-02,12:04:48,"""CNR5519619""",Completed,"""CID6022408""",Premier Sedan,DLF Phase 3,Chanakyapuri,6.1,15.9,,,,,,,1139.0,13.4,4.3,3.6,Cash
2024-07-06,19:37:40,"""CNR3934615""",Completed,"""CID6771215""",Uber XL,Sarai Kale Khan,Pataudi Chowk,11.5,24.8,,,,,,,165.0,15.59,4.2,4.9,Credit Card
2024-10-12,11:18:25,"""CNR2209097""",No Driver Found,"""CID6762669""",Go Sedan,Gwal Pahari,Munirka,,,,,,,,,,,,,
2024-11-19,08:57:16,"""CNR4515827""",Cancelled by Driver,"""CID7816296""",Auto,Satguru Ram Singh Marg,Kanhaiya Nagar,6.5,,,,1.0,The customer was coughing/sick,,,,,,,
2024-02-18,18:22:01,"""CNR9497582""",Completed,"""CID9740464""",Go Mini,RK Puram,Sarai Kale Khan,7.1,15.9,,,,,,,258.0,22.17,4.7,4.9,Credit Card
2024-11-05,01:00:54,"""CNR3119053""",Completed,"""CID9286613""",Go Mini,Shastri Park,DLF City Court,10.2,21.9,,,,,,,135.0,5.84,4.9,4.5,Credit Card
2024-11-12,09:23:57,"""CNR9527971""",Completed,"""CID3641204""",Go Mini,MG Road,Nirman Vihar,6.0,39.7,,,,,,,284.0,8.48,3.8,4.3,UPI
2024-03-29,23:39:03,"""CNR9937243""",Completed,"""CID2751517""",Bike,Shahdara,Rohini East,8.7,15.4,,,,,,,253.0,34.75,4.2,4.1,Uber Wallet
2024-12-19,14:47:42,"""CNR2359252""",Cancelled by Driver,"""CID8137513""",Go Sedan,Gurgaon Sector 29,Vatika Chowk,7.8,,,,1.0,More than permitted people in there,,,,,,,
2024-07-27,17:04:34,"""CNR8504716""",Completed,"""CID5506632""",Auto,Adarsh Nagar,Mansarovar Park,10.6,43.9,,,,,,,860.0,49.76,4.5,3.7,Debit Card
2024-09-14,22:23:55,"""CNR9785044""",Completed,"""CID3961502""",Auto,New Delhi Railway Station,Vishwavidyalaya,3.2,20.0,,,,,,,521.0,32.58,4.3,4.6,Credit Card
